xeh	string[32]	byte	byte	byte	byte	dword	dword	dword	float	ubyte	ubyte	ubyte	byte	float	dword	dword	xeh	dword	dword	dword	dword	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	dword	dword	END
041A0	Богомол	-1	0	30	0	1290	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	30	
041A3	Королева Богомолов	-1	2	30	0	161200	2034	0	87,5	3	5	80	0	2	0	1	075	21	8	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	420	
04A00	Кристалл	-1	0	30	0	1612	2034	0	0	0	0	40	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	30	
04A01	Кристалл	-1	0	30	0	1612	2034	0	0	0	0	40	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	30	
04A02	Кристалл	-1	0	30	0	1612	2034	0	0	0	0	40	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	30	
02B00	Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02B01	Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02B02	Песчаный червь	-1	0	31	0	1654	2034	0	120	3	5	40	0	1	0	0	090	21	1	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	31	
02900	Культист Метатель	-1	0	31	0	1654	2034	1	120	3	4	40	0	1	0	0	092	23	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	31	
02901	Культист Метатель	-1	0	31	0	1654	2034	1	120	3	4	40	0	1	0	0	092	23	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	31	
02902	Культист Метатель	-1	0	31	0	1654	2034	1	120	3	4	40	0	1	0	0	092	23	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	31	
02A00	Гиперморф	-1	0	31	0	1654	2034	0	120	3	4	40	0	1	0	0	04C	21	16	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	
02A01	Гиперморф	-1	0	31	0	1654	2034	0	120	3	4	40	0	1	0	0	04C	21	16	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	
02A02	Гиперморф	-1	0	31	0	1654	2034	0	120	3	4	40	0	1	0	0	04C	21	16	1	2	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	
04B00	Терминал	-1	0	31	0	10000000	2034	0	0	0	0	200	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	31	
04B01	Терминал	-1	0	31	0	10000000	2034	0	0	0	0	200	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	31	
04B02	Терминал	-1	0	31	0	10000000	2034	0	0	0	0	200	0	1	0	0	071	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	31	
02C00	Медведка	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	057	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	32	
02C01	Медведка	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	057	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	32	
02C02	Медведка	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	057	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	32	
02D00	Взрослый Трицератопс	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	067	21	2049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	
02D01	Взрослый Трицератопс	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	067	21	2049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	
02D02	Взрослый Трицератопс	-1	0	32	0	1710	2034	0	37,5	2	4	40	0	1	0	0	067	21	2049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	
046A1	Воин Лазувардинов	-1	0	32	0	1710	2034	0	56,25	1,5	2,25	60	0	1,5	0	0	071	1	258	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	32	
02E00	Красный Скорпион	-1	0	33	0	1762	2034	0	43,75	2	4	40	0	1	0	0	060	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	33	
02E01	Красный Скорпион	-1	0	33	0	1762	2034	0	43,75	2	4	40	0	1	0	0	060	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	33	
02E02	Красный Скорпион	-1	0	33	0	1762	2034	0	43,75	2	4	40	0	1	0	0	060	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	33	
02F00	Змееголов Убийца	-1	0	33	0	1762	2034	0	37,5	3	5	40	0	1	0	0	05E	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	33	
02F01	Змееголов Убийца	-1	0	33	0	1762	2034	0	37,5	3	5	40	0	1	0	0	05E	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	33	
02F02	Змееголов Убийца	-1	0	33	0	1762	2034	0	37,5	3	5	40	0	1	0	0	05E	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	33	
041A1	Богомол	-1	0	33	0	1762	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	33	
03200	Шипоголов Лучник	-1	0	34	0	1815	2034	1	120	3	6	40	0	1	0	0	065	7	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03201	Шипоголов Лучник	-1	0	34	0	1815	2034	1	120	3	6	40	0	1	0	0	065	7	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03202	Шипоголов Лучник	-1	0	34	0	1815	2034	1	120	3	6	40	0	1	0	0	065	7	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03500	Шипоголов Копейщик	-1	0	34	0	1815	2034	0	31,25	3	6	40	0	1	0	0	068	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03501	Шипоголов Копейщик	-1	0	34	0	1815	2034	0	31,25	3	6	40	0	1	0	0	068	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03502	Шипоголов Копейщик	-1	0	34	0	1815	2034	0	31,25	3	6	40	0	1	0	0	068	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03000	Культист Воин	-1	0	34	0	1815	2034	0	43,75	3	4	40	0	1	0	0	063	19	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03001	Культист Воин	-1	0	34	0	1815	2034	0	43,75	3	4	40	0	1	0	0	063	19	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03002	Культист Воин	-1	0	34	0	1815	2034	0	43,75	3	4	40	0	1	0	0	063	19	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03100	Змееголов Ракетчик	-1	0	34	0	1815	2034	1	120	3	5	40	0	1	0	0	073	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03101	Змееголов Ракетчик	-1	0	34	0	1815	2034	1	120	3	5	40	0	1	0	0	073	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03102	Змееголов Ракетчик	-1	0	34	0	1815	2034	1	120	3	5	40	0	1	0	0	073	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03400	Змееголов Берсерк	-1	0	34	0	1815	2034	0	37,5	3	5	40	0	1	0	0	064	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03401	Змееголов Берсерк	-1	0	34	0	1815	2034	0	37,5	3	5	40	0	1	0	0	064	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03402	Змееголов Берсерк	-1	0	34	0	1815	2034	0	37,5	3	5	40	0	1	0	0	064	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
03301	Русалка	-1	0	34	0	1815	2034	0	31,25	3	6	40	0	1	0	0	08B	21	258	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	34	
03302	Русалка	-1	0	34	0	1815	2034	0	31,25	3	6	40	0	1	0	0	08B	21	258	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	34	
047A1	Тролль Лазувардинов	-1	0	34	0	1815	2034	0	56,25	1,5	2,25	60	0	1,5	0	0	076	4	256	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	34	
03800	Древний Ящер	-1	0	35	0	1866	2034	0	43,75	2	4	40	0	1	0	0	06F	21	2049	0	-1	00002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	35	
03801	Древний Ящер	-1	0	35	0	1866	2034	0	43,75	2	4	40	0	1	0	0	06F	21	2049	0	-1	00002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	35	
03802	Древний Ящер	-1	0	35	0	1866	2034	0	43,75	2	4	40	0	1	0	0	06F	21	2049	0	-1	00002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	35	
03B00	Доспех-Призрак	-1	0	35	0	1866	2034	1	120	3	6	40	0	1	0	0	094	9	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	35	
03B01	Доспех-Призрак	-1	0	35	0	1866	2034	1	120	3	6	40	0	1	0	0	094	9	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	35	
03B02	Доспех-Призрак	-1	0	35	0	1866	2034	1	120	3	6	40	0	1	0	0	094	9	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	35	
03600	Культист Молотобоец	-1	0	35	0	1866	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	35	
03601	Культист Молотобоец	-1	0	35	0	1866	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	35	
03602	Культист Молотобоец	-1	0	35	0	1866	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	35	
03700	Слизень	-1	0	35	0	1866	2034	0	43,75	2	3	40	0	1	0	0	093	21	8	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35	
03701	Слизень	-1	0	35	0	1866	2034	0	43,75	2	3	40	0	1	0	0	093	21	8	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35	
03702	Слизень	-1	0	35	0	1866	2034	0	43,75	2	3	40	0	1	0	0	093	21	8	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35	
03300	Русалка	-1	0	35	0	1866	2034	0	31,25	3	6	40	0	1	0	0	08B	21	258	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	35	
0100C	Саблезуб Страж	-1	0	35	0	2799	2034	0	31,25	3	6	40	0	1	0	0	021	3	1	0	2	00003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	
0110C	Шипоголов Страж	-1	0	35	0	2799	2034	0	31,25	3	6	40	0	1	0	0	022	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
048A1	Воительница Лазувардинов	-1	0	35	0	1866	2034	0	56,25	2	6	60	0	1,5	0	0	07B	1	256	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	35	
03A00	Армированный Дроид	-1	0	36	0	1907	2034	1	120	3	6	40	0	1	0	0	095	15	514	0	-1	00004	00005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
03A01	Армированный Дроид	-1	0	36	0	1907	2034	1	120	3	6	40	0	1	0	0	095	15	514	0	-1	00004	00005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
03A02	Армированный Дроид	-1	0	36	0	1907	2034	1	120	3	6	40	0	1	0	0	095	15	514	0	-1	00004	00005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
03900	Наяда	-1	0	36	0	1907	2034	0	31,25	3	6	40	0	1	0	0	08D	21	4352	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
03901	Наяда	-1	0	36	0	1907	2034	0	31,25	3	6	40	0	1	0	0	08D	21	4352	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
03902	Наяда	-1	0	36	0	1907	2034	0	31,25	3	6	40	0	1	0	0	08D	21	4352	0	1	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	36	
0120C	Взрослый Ратозверь Страж	-1	0	36	0	2861	2034	0	37,5	2	4	40	0	1	0	0	027	21	1	0	-1	00003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	
0130C	Раптор Страж	-1	0	36	0	2861	2034	0	37,5	3	6	21,60000038	0	0,119999997	0	0	088	21	256	0	-1	00006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	
0150C	Синий Молотоглав Страж	-1	0	36	0	2861	2034	0	31,25	2	4	40	0	1	0	0	02D	21	1	0	-1	00007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	
03C00	Древний Скарабей	-1	0	37	0	1951	2034	0	43,75	2	4	40	0	1	0	0	06C	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	37	
03C01	Древний Скарабей	-1	0	37	0	1951	2034	0	43,75	2	4	40	0	1	0	0	06C	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	37	
03C02	Древний Скарабей	-1	0	37	0	1951	2034	0	43,75	2	4	40	0	1	0	0	06C	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	37	
03E00	Черный Песчанный Червь	-1	0	37	0	1951	2034	0	120	3	5	40	0	1	0	0	097	21	8	0	2	00008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	37	
03E01	Черный Песчанный Червь	-1	0	37	0	1951	2034	0	120	3	5	40	0	1	0	0	097	21	8	0	2	00008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	37	
03E02	Черный Песчанный Червь	-1	0	37	0	1951	2034	0	120	3	5	40	0	1	0	0	097	21	8	0	2	00008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	37	
0160C	Аргол Страж	-1	0	37	0	2927	2034	0	37,5	3	5	40	0	1	0	0	030	21	8	0	3	00009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	
0170C	Змееголов Страж	-1	0	37	0	2927	2034	0	37,5	3	5	40	0	1	0	0	031	23	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
046A2	Воин Лазувардинов	-1	0	37	0	1951	2034	0	56,25	1,5	2,25	60	0	1,5	0	0	071	1	258	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	37	
03D00	Лобстер Матриарх	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	069	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
03D01	Лобстер Матриарх	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	069	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
03D02	Лобстер Матриарх	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	069	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
03F00	Брутальная Медведка	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	072	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
03F01	Брутальная Медведка	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	072	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
03F02	Брутальная Медведка	-1	0	38	0	2011	2034	0	43,75	2	4	40	0	1	0	0	072	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	38	
04603	Воин Лазувардинов	-1	0	38	0	2011	2034	0	56,25	1,5	5	60	0	1,5	0	0	071	1	258	1	-1	00010	00011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	38	
01A0C	Аргулин Страж	-1	0	38	0	3017	2034	0	37,5	3	4	40	0	1	0	0	048	21	8	0	-1	00012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	
01D0C	Дроид Охранник	-1	0	38	0	3017	2034	1	120	2	6	40	0	1	0	0	08A	15	768	0	3	00013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
041A2	Богомол	-1	0	38	0	2011	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	38	
04000	Болотный Гиперморф	-1	0	39	0	2059	2034	0	43,75	3	4	40	0	1	0	0	070	21	2064	1	2	00014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	
04001	Болотный Гиперморф	-1	0	39	0	2059	2034	0	43,75	3	4	40	0	1	0	0	070	21	2064	1	2	00014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	
04002	Болотный Гиперморф	-1	0	39	0	2059	2034	0	43,75	3	4	40	0	1	0	0	070	21	2064	1	2	00014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	
04200	Мясной Слизень	-1	0	39	0	2059	2034	0	43,75	2	3	40	0	1	0	0	098	21	8	0	2	00011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	39	
04201	Мясной Слизень	-1	0	39	0	2059	2034	0	43,75	2	3	40	0	1	0	0	098	21	8	0	2	00011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	39	
04202	Мясной Слизень	-1	0	39	0	2059	2034	0	43,75	2	3	40	0	1	0	0	098	21	8	0	2	00011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	39	
0200C	Лобстер Страж	-1	0	39	0	3089	2034	0	43,75	2	4	40	0	1	0	0	042	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
0240C	Скарабей Страж	-1	0	39	0	3089	2034	0	26,25	2	4	28	0	0,699999988	0	0	039	21	8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
0230C	Ящер Страж	-1	0	39	0	3089	2034	0	37,5	2	4	40	0	1	0	0	045	21	2049	0	-1	00015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
047A2	Тролль Лазувардинов	-1	0	39	0	2059	2034	0	87,5	2	3	80	0	2	0	0	076	4	256	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	39	
04100	Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
04101	Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
04102	Богомол	-1	0	40	0	2120	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	00016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	40	
01004	Царь Саблезубов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	021	3	1	0	0	00017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	560	
01005	Царь Саблезубов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	021	3	1	0	0	00017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	560	
01006	Царь Саблезубов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	021	3	1	0	0	00017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	560	
01104	Предводитель Шипоголовов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	022	4	513	0	0	00018	00019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	560	
01105	Предводитель Шипоголовов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	022	4	513	0	0	00018	00019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	560	
01106	Предводитель Шипоголовов	-1	2	40	0	636000	2034	0	62,5	3	6	80	0	2	0	1	022	4	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	560	
04703	Тролль Лазувардинов	-1	0	40	0	2120	2034	0	87,5	2	3	80	0	2	0	0	076	4	256	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	40	
0220C	Змееголов Защитник	-1	0	40	0	3180	2034	0	37,5	3	5	40	0	1	0	0	046	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
01F0C	Скорпион Страж	-1	0	40	0	3180	2034	0	37,5	2	4	40	0	1	0	0	04B	21	8	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
0590B	Шутти	-1	1	40	0	10600	2034	0	40	2	5	10	0	1	0	0	0AC	21	257	0	0	00020	00021	00022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	80	
048A2	Воительница Лазувардинов	-1	0	40	0	2120	2034	0	56,25	2	6	60	0	1,5	0	0	07B	1	256	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	40	
01204	Свирепый Ратозверь	-1	2	42	0	662100	2034	0	75	3	6	80	0	2	0	1	027	21	1	0	0	00023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	588	
01205	Свирепый Ратозверь	-1	2	42	0	662100	2034	0	75	3	6	80	0	2	0	1	027	21	1	0	0	00023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	588	
01206	Свирепый Ратозверь	-1	2	42	0	662100	2034	0	75	3	6	80	0	2	0	1	027	21	1	0	0	00023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	588	
01304	Молодой Раптор Доминант	-1	2	42	0	662100	2034	0	45,59999847	3	6	43,20000076	0	0,239999995	0	1	088	21	256	0	0	00024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	588	
01305	Молодой Раптор Доминант	-1	2	42	0	662100	2034	0	45,59999847	3	6	43,20000076	0	0,239999995	0	1	088	21	256	0	0	00024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	588	
01306	Молодой Раптор Доминант	-1	2	42	0	662100	2034	0	45,59999847	3	6	43,20000076	0	0,239999995	0	1	088	21	256	0	0	00024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	588	
01504	Бешеный Молотоглав	-1	2	41	0	648000	2034	0	75	2	6	80	0	2	0	1	02D	21	1	0	0	00025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	574	
01505	Бешеный Молотоглав	-1	2	41	0	648000	2034	0	75	2	6	80	0	2	0	1	02D	21	1	0	0	00025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	574	
01506	Бешеный Молотоглав	-1	2	41	0	648000	2034	0	75	2	6	80	0	2	0	1	02D	21	1	0	0	00025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	574	
02C0C	Медведка Страж	-1	0	41	0	3240	2034	0	31,25	3	6	40	0	1	0	0	057	21	8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
