string[64]	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	END
bxcsa04	iycsb18	1	5595	iycsb21	1	1200	iycsb26	1	800	iycsb29	1	800	iycsb36	1	400	iycsb39	1	200	iycsa02	1	100	iycsb44	1	100	iycsb48	1	100	iycsb49	1	60	iycsb52	1	30	iycsa08	1	15	iycsb57	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa05	iycsb22	1	4734	iycsb25	1	1200	iycsb26	1	1000	iycsb29	1	800	iycsb32	1	600	iycsb40	1	450	iycsa01	1	300	iycsa02	1	220	iycsb44	1	200	iycsb46	1	180	iycsb53	1	150	iycsa07	1	90	iycsa08	1	45	iycsb57	1	30	iycsb59	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa06	iycsb25	1	4545	iycsb26	1	1392	iycsa01	1	1010	iycsb29	1	636	iycsa02	1	547	iycsa07	1	458	iycsa08	1	301	iycsb30	1	280	iycsb44	1	250	iycsb57	1	138	iycsb32	1	137	iycsa03	1	110	iycsa09	1	61	iycsb46	1	54	iycsb33	1	50	iycsb59	1	10	iycsa06	1	10	iycsb34	1	5	iycsa12	1	5	iycsb47	1	3	iycsb60	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa07	iycsb18	1	5595	iycsb21	1	1200	iycsb26	1	800	iycsb29	1	800	iycsb36	1	400	iycsb39	1	200	iycsa02	1	100	iycsb44	1	100	iycsb48	1	100	iycsb49	1	60	iycsb52	1	30	iycsa08	1	15	iycsb57	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa08	iycsb22	1	4734	iycsb25	1	1200	iycsb26	1	1000	iycsb29	1	800	iycsb32	1	600	iycsb40	1	450	iycsa01	1	300	iycsa02	1	220	iycsb44	1	200	iycsb46	1	180	iycsb53	1	150	iycsa07	1	90	iycsa08	1	45	iycsb57	1	30	iycsb59	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa09	iycsb25	1	4545	iycsb26	1	1392	iycsa01	1	1010	iycsb29	1	636	iycsa02	1	547	iycsa07	1	458	iycsa08	1	301	iycsb30	1	280	iycsb44	1	250	iycsb57	1	138	iycsb32	1	137	iycsa03	1	110	iycsa09	1	61	iycsb46	1	54	iycsb33	1	50	iycsb59	1	10	iycsa06	1	10	iycsb34	1	5	iycsa12	1	5	iycsb47	1	3	iycsb60	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxchu00	bxchu01	1	700	bxchu01	1	700	bxchu01	1	700	bxchu01	1	700	bxchu01	1	700	ipcha01	3	300	ipcha02	3	300	ipcha03	3	300	ipcha01	3	300	ipcha02	3	300	ipcha03	3	300	ipcha01	3	300	ipcha02	3	300	ipcha03	3	300	ipcha01	3	300	ipcha02	3	300	ipcha03	3	300	ixkey08	1	300	ixkey12	1	300	ixkey16	1	300	ixkey24	1	300	ixkey25	1	300	iyfok03	1	60	iyfos03	1	60	iyfot03	1	60	iyfob03	1	60	iyfog03	1	60	iyfol03	1	60	iyfok13	1	60	iyfos13	1	60	iyfot13	1	60	iyfob13	1	60	iyfog13	1	60	iyfol13	1	60	iyfok23	1	60	iyfos23	1	60	iyfot23	1	60	iyfob23	1	60	iyfog23	1	60	iyfol23	1	60	bxchu01	1	30	rebbb02	1	30	rebbb03	1	30	iyffk03	1	30	iyffs03	1	30	iyfft03	1	30	iyffb03	1	30	iyffg03	1	30	iyffl03	1	30	iyffk13	1	30	iyffs13	1	30	iyfft13	1	30	iyffb13	1	30	iyffg13	1	30	iyffl13	1	30	iyffk23	1	30	iyffs23	1	30	iyfft23	1	30	iyffb23	1	30	iyffg23	1	30	iyffl23	1	20	
bxchu01	iygem01	11	1530	iygem01	33	250	iygem01	55	250	iygem01	77	250	iygem01	99	250	ioblu04	3	250	iored04	3	250	ioyel04	3	250	iogre04	3	250	iobla04	3	250	ioblu04	7	250	iored04	7	250	ioyel04	7	250	iogre04	7	250	iobla04	7	250	iygem01	99	250	ioblu04	10	250	iored04	10	250	ioyel04	10	250	iogre04	10	250	iobla04	10	250	ioblu04	14	250	iored04	14	250	ioyel04	14	250	iogre04	14	250	iobla04	14	250	irtal02	1	100	irtal03	1	100	irtal04	1	100	irtal05	1	100	irtal07	1	100	irtal08	1	100	irtal09	1	100	irtal10	1	100	irtal11	1	100	irtal12	1	100	irtal14	1	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	iygem01	22	100	irgew03	1	20	irgef04	1	20	irgea04	1	20	irget04	1	20	irgew04	1	20	irgef04	1	20	irgea04	1	20	irget04	1	20	irgew04	1	20	iygem04	1	20	irgef03	1	20	irgea03	1	20	irget03	1	20	irtal01	1	20	irtal06	1	20	irtal13	1	20	
bxcjh01	iycjh01	1	770	iycjh02	1	770	iycjh03	1	769	iycjh04	1	769	iycjh05	1	769	iycjh06	1	769	iycjh07	1	769	iycjh08	1	769	iycjh09	1	769	iycjh10	1	769	iycjh11	1	770	iycjh12	1	769	iycjh13	1	769	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa10	iycsc09	1	4503	iycsc11	1	1392	iycsc18	1	1010	iycsa77	1	636	iycsc20	1	547	iycsc27	1	458	iycsc29	1	301	iycsc10	1	280	iycsa14	1	250	iycsc35	1	138	iycsc12	1	137	iycsc19	1	110	iycsc28	1	61	iycsc21	1	54	iycsa82	1	36	iycsc30	1	26	iycsa19	1	20	iycsc15	1	16	iycsc36	1	11	iycsc24	1	9	iycsc33	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa11	iycsc12	1	4503	iycsa82	1	1392	iycsc21	1	1010	iycsc15	1	636	iycsa19	1	547	iycsc30	1	458	iycsc36	1	301	iycsc13	1	280	iycsc24	1	250	iycsc33	1	138	iycsc14	1	137	iycsc22	1	110	iycsc31	1	61	iycsc23	1	54	iycsa87	1	36	iycsc32	1	26	iycsa24	1	20	iycsc16	1	16	iycsc37	1	11	iycsc25	1	9	iycsc34	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa12	iycsc14	1	4503	iycsa87	1	1392	iycsc23	1	1010	iycsc16	1	636	iycsa24	1	547	iycsc32	1	458	iycsc37	1	301	iycsc14	1	280	iycsc25	1	250	iycsc34	1	138	iycsa97	1	137	iycsc23	1	110	iycsc32	1	61	iycsa34	1	54	iycsb03	1	36	iycsc39	1	26	iycsa39	1	20	iycsc17	1	16	iycsc40	1	11	iycsc26	1	9	iycsc41	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa13	iycsc09	1	4503	iycsc11	1	1392	iycsc18	1	1010	iycsa77	1	636	iycsc20	1	547	iycsc27	1	458	iycsc29	1	301	iycsc10	1	280	iycsa14	1	250	iycsc35	1	138	iycsc12	1	137	iycsc19	1	110	iycsc28	1	61	iycsc21	1	54	iycsa82	1	36	iycsc30	1	26	iycsa19	1	20	iycsc15	1	16	iycsc36	1	11	iycsc24	1	9	iycsc33	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa14	iycsc12	1	4503	iycsa82	1	1392	iycsc21	1	1010	iycsc15	1	636	iycsa19	1	547	iycsc30	1	458	iycsc36	1	301	iycsc13	1	280	iycsc24	1	250	iycsc33	1	138	iycsc14	1	137	iycsc22	1	110	iycsc31	1	61	iycsc23	1	54	iycsa87	1	36	iycsc32	1	26	iycsa24	1	20	iycsc16	1	16	iycsc37	1	11	iycsc25	1	9	iycsc34	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa15	iycsc14	1	4503	iycsa87	1	1392	iycsc23	1	1010	iycsc16	1	636	iycsa24	1	547	iycsc32	1	458	iycsc37	1	301	iycsc14	1	280	iycsc25	1	250	iycsc34	1	138	iycsa97	1	137	iycsc23	1	110	iycsc32	1	61	iycsa34	1	54	iycsb03	1	36	iycsc39	1	26	iycsa39	1	20	iycsc17	1	16	iycsc40	1	11	iycsc26	1	9	iycsc41	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa16	iycsc09	1	4503	iycsc11	1	1392	iycsc18	1	1010	iycsa77	1	636	iycsc20	1	547	iycsc27	1	458	iycsc29	1	301	iycsc10	1	280	iycsa14	1	250	iycsc35	1	138	iycsc12	1	137	iycsc19	1	110	iycsc28	1	61	iycsc21	1	54	iycsa82	1	36	iycsc30	1	26	iycsa19	1	20	iycsc15	1	16	iycsc36	1	11	iycsc24	1	9	iycsc33	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa17	iycsc12	1	4503	iycsa82	1	1392	iycsc21	1	1010	iycsc15	1	636	iycsa19	1	547	iycsc30	1	458	iycsc36	1	301	iycsc13	1	280	iycsc24	1	250	iycsc33	1	138	iycsc14	1	137	iycsc22	1	110	iycsc31	1	61	iycsc23	1	54	iycsa87	1	36	iycsc32	1	26	iycsa24	1	20	iycsc16	1	16	iycsc37	1	11	iycsc25	1	9	iycsc34	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa18	iycsc14	1	4503	iycsa87	1	1392	iycsc23	1	1010	iycsc16	1	636	iycsa24	1	547	iycsc32	1	458	iycsc37	1	301	iycsc14	1	280	iycsc25	1	250	iycsc34	1	138	iycsa97	1	137	iycsc23	1	110	iycsc32	1	61	iycsa34	1	54	iycsb03	1	36	iycsc39	1	26	iycsa39	1	20	iycsc17	1	16	iycsc40	1	11	iycsc26	1	9	iycsc41	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa19	iycsb63	1	4503	iycsb66	1	1392	iycsb76	1	1010	iycsa71	1	636	iycsb79	1	547	iycsb89	1	458	iycsb92	1	301	iycsb64	1	280	iycsa59	1	250	iycsa65	1	138	iycsb67	1	137	iycsb77	1	110	iycsb90	1	61	iycsb80	1	54	iycsa72	1	36	iycsb93	1	26	iycsa60	1	20	iycsb70	1	16	iycsa66	1	11	iycsb83	1	9	iycsb96	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa20	iycsb67	1	4503	iycsa72	1	1392	iycsb80	1	1010	iycsb70	1	636	iycsa60	1	547	iycsb93	1	458	iycsa66	1	301	iycsb68	1	280	iycsb83	1	250	iycsb96	1	138	iycsb69	1	137	iycsb81	1	110	iycsb94	1	61	iycsb82	1	54	iycsa73	1	36	iycsb95	1	26	iycsa61	1	20	iycsb72	1	16	iycsa67	1	11	iycsb85	1	9	iycsb98	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa21	iycsb69	1	4503	iycsa73	1	1392	iycsb82	1	1010	iycsb72	1	636	iycsa61	1	547	iycsb95	1	458	iycsa67	1	301	iycsb69	1	280	iycsb85	1	250	iycsb98	1	138	iycsa75	1	137	iycsb82	1	110	iycsb95	1	61	iycsa63	1	54	iycsa76	1	36	iycsa69	1	26	iycsa64	1	20	iycsb73	1	16	iycsa70	1	11	iycsb86	1	9	iycsb99	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa22	iycsb63	1	4503	iycsb66	1	1392	iycsb76	1	1010	iycsa71	1	636	iycsb79	1	547	iycsb89	1	458	iycsb92	1	301	iycsb64	1	280	iycsa59	1	250	iycsa65	1	138	iycsb67	1	137	iycsb77	1	110	iycsb90	1	61	iycsb80	1	54	iycsa72	1	36	iycsb93	1	26	iycsa60	1	20	iycsb70	1	16	iycsa66	1	11	iycsb83	1	9	iycsb96	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
